query,method,rank,doc_title,doc_index,doc_text_snippet,bm25_score,dense_score,hybrid_score,relevance_type
Which ocean is the deepest Mariana Trench location,hybrid_weighted_sum,9,Bassas da India,1476,"bassas da india (; ) is an uninhabited, roughly circular french atoll that is part of the french southern and antarctic lands. located in the southern mozambique channel, about halfway between mozambi",0.6441640591940123,0.7053221464157104,0.6747431028048614,not_relevant
Which ocean is the deepest Mariana Trench location,hybrid_weighted_sum,10,Geography of Africa,675,"africa is a continent comprising 63 political territories, representing the largest of the great southward projections from the main mass of earth's surface. within its regular outline, it comprises a",0.7415817310961308,0.6014889478683472,0.671535339482239,not_relevant
Which ocean is the deepest Mariana Trench location,hybrid_rrf,1,Trieste (bathyscaphe),2241,"trieste is a swiss-designed, italian-built deep-diving research bathyscaphe. in 1960, it became the first crewed vessel to reach the bottom of challenger deep in the mariana trench, the deepest point ",1.0,1.0,0.03278688524590164,partial
Which ocean is the deepest Mariana Trench location,hybrid_rrf,2,Atlantic Ocean,76,"the atlantic ocean is the second-largest of the world's five oceans, with an area of about . it covers approximately 17% of earth's surface and about 24% of its water surface area. it is known to sepa",0.7304196392413302,0.7411174774169922,0.030090497737556562,relevant
Which ocean is the deepest Mariana Trench location,hybrid_rrf,3,Geography of Antarctica,334,"the geography of antarctica is dominated by its south polar location and, thus, by ice. the antarctic continent, located in the earth's southern hemisphere, is centered asymmetrically around the south",0.6583984030103633,0.7571656703948975,0.026742581090407176,partial
Which ocean is the deepest Mariana Trench location,hybrid_rrf,4,Cave,2593,"a cave or cavern is a natural void in the ground, specifically a space large enough for a human to enter. caves often form by the weathering of rock and often extend deep underground. the word cave ca",0.7540653858023822,0.652869701385498,0.026387470207694927,not_relevant
Which ocean is the deepest Mariana Trench location,hybrid_rrf,5,Antarctic Circumpolar Current,768,the antarctic circumpolar current (acc) is an ocean current that flows clockwise (as seen from the south pole) from west to east around antarctica. an alternative name for the acc is the west wind dri,0.8269254310720162,0.6274822950363159,0.025306978137166813,partial
Which ocean is the deepest Mariana Trench location,hybrid_rrf,6,Geography of the Cayman Islands,2428,"the cayman islands are a british dependency and island country. it is a three-island archipelago in the caribbean sea, consisting of grand cayman, cayman brac, and little cayman. georgetown, the capit",0.6948333374823371,0.6591767072677612,0.024922600619195046,not_relevant
Which ocean is the deepest Mariana Trench location,hybrid_rrf,7,Bassas da India,1476,"bassas da india (; ) is an uninhabited, roughly circular french atoll that is part of the french southern and antarctic lands. located in the southern mozambique channel, about halfway between mozambi",0.6441640591940123,0.7053221464157104,0.024393785392768985,not_relevant
Which ocean is the deepest Mariana Trench location,hybrid_rrf,8,"The Grotto, Victoria",2724,"the grotto () is a sinkhole geological formation and tourist attraction, found on the great ocean road outside port campbell in victoria, australia. wooden steps wind down the cliff face to the bottom",0.6162651100273421,0.7184363603591919,0.02418463239358762,partial
Which ocean is the deepest Mariana Trench location,hybrid_rrf,9,NPC (cable system),3153,"npc (north pacific cable) is a submarine telecommunications cable system in the north pacific ocean linking the united states and japan.  it has landing points in: miura, kanagawa prefecture, japan pa",0.6073673575045686,0.7321481704711914,0.024001072673639046,partial
Which ocean is the deepest Mariana Trench location,hybrid_rrf,10,Geography of Costa Rica,2463,"costa rica is located on the central american isthmus, surrounding the point 10° north of the equator and 84° west of the prime meridian. it has 212 km of caribbean sea coastline and 1,016 on the nort",0.6467881723188686,0.6912339925765991,0.023859649122807018,not_relevant
Founder of the Microsoft Corporation,bm25_only,1,Admiralty (United Kingdom),1270,"the admiralty was a department of the government of the united kingdom responsible for the command of the royal navy until 1964, historically under its titular head, the lord high admiral – one of the",1.0,0.4452173709869385,1.0,not_relevant
Founder of the Microsoft Corporation,bm25_only,2,General Roman Calendar of 1954,4267,this article lists the feast days of the general roman calendar as they were at the end of 1954. it is essentially the same calendar established by pope pius x (1903–1914) following his liturgical ref,0.9992942562320768,0.34044384956359863,0.9992942562320768,not_relevant
Founder of the Microsoft Corporation,bm25_only,3,Bank of Italy,1669,"the bank of italy (italian: banca d'italia,  informally referred to as bankitalia) () is the central bank of italy and part of the european system of central banks. it is located in palazzo koch, via ",0.9992488738954759,0.3021981120109558,0.9992488738954759,not_relevant
Founder of the Microsoft Corporation,bm25_only,4,Geography of Africa,675,"africa is a continent comprising 63 political territories, representing the largest of the great southward projections from the main mass of earth's surface. within its regular outline, it comprises a",0.9991144177669853,0.24366839230060577,0.9991144177669853,not_relevant
Founder of the Microsoft Corporation,bm25_only,5,Book of Common Prayer,2214,the book of common prayer (bcp) is the name given to a number of related prayer books used in the anglican communion and by other christian churches historically related to anglicanism. the first pray,0.9987726381369423,0.27646178007125854,0.9987726381369423,not_relevant
Founder of the Microsoft Corporation,bm25_only,6,Abbot,268,"abbot is an ecclesiastical title given to the male head of a monastery in various western religious traditions, including christianity. the office may also be given as an honorary title to a clergyman",0.9985212031576198,0.2766065299510956,0.9985212031576198,not_relevant
Founder of the Microsoft Corporation,bm25_only,7,Book of Mormon,1680,"the book of mormon is a religious text of the latter day saint movement, which, according to latter day saint theology, contains writings of ancient prophets who lived on the american continent from 6",0.9984667973072411,0.41889888048171997,0.9984667973072411,not_relevant
Founder of the Microsoft Corporation,bm25_only,8,Act of Settlement 1701,797,"the act of settlement is an act of the parliament of england that settled the succession to the english and irish crowns to only protestants, which passed in 1701. more specifically, anyone who became",0.9983893486407305,0.4012780785560608,0.9983893486407305,not_relevant
Founder of the Microsoft Corporation,bm25_only,9,"Eastern University, Sri Lanka",6638,"the eastern university sri lanka (abbreviated as eusl) is a public university in vantharumoolai, eastern province, sri lanka. it was established on 1 october 1986. the university was preceded by the b",0.9983672468165622,0.38920438289642334,0.9983672468165622,not_relevant
Founder of the Microsoft Corporation,bm25_only,10,Bayonne,2091,"bayonne (;  ;  ; ) is a city in southwestern france near the spanish border. it is a commune and one of two subprefectures in the pyrénées-atlantiques department, in the nouvelle-aquitaine region.   b",0.9983597995031748,0.19913828372955322,0.9983597995031748,not_relevant
Founder of the Microsoft Corporation,dense_only,1,Bill Gates,1578,"william henry gates iii  (born october 28, 1955) is an american business magnate, investor, philanthropist, and writer best known for co-founding the software giant microsoft, along with his childhood",0.9898559256202165,1.0,1.0,partial
Founder of the Microsoft Corporation,dense_only,2,Marc Seriff,4318,"marc s. seriff (born may 5, 1948 in austin, texas) is best known as the cto and co-founder of america online, along with jim kimsey (ceo), steve case, and william von meister (as control video corpora",0.9078153940799653,0.854468584060669,0.854468584060669,partial
Founder of the Microsoft Corporation,dense_only,3,Bob Frankston,1919,"robert m. frankston (born june 14, 1949) is an american software engineer and businessman who co-created, with dan bricklin, the visicalc spreadsheet program. frankston is also the co-founder of softw",0.9685301290993312,0.795893132686615,0.795893132686615,partial
Founder of the Microsoft Corporation,dense_only,4,Bob Young (businessman),2122,"robert young (born 1953/1954) is a serial entrepreneur who is best known for founding red hat inc., the open source software company. he owns the franchises for forge fc of the canadian premier league",0.9694672416336726,0.7776507139205933,0.7776507139205933,not_relevant
Founder of the Microsoft Corporation,dense_only,5,Borland,1704,"borland software corporation was a computer technology company founded in 1983 by niels jensen, ole henriksen, mogens glad, and philippe kahn. its main business was the development and sale of softwar",0.9852531016158277,0.7379525899887085,0.7379525899887085,partial
Founder of the Microsoft Corporation,dense_only,6,Harbour Group,3878,"the harbour group, llc is a washington d.c. lobbying and public relations firm.  history harbour group was founded in 2001 by former clinton administration senior advisor for policy and communications",0.8750109077384901,0.7333670854568481,0.7333670854568481,not_relevant
Founder of the Microsoft Corporation,dense_only,7,Michael Howard (Microsoft),5444,"michael howard (born 1965) is a software security expert from microsoft. he is the author of several computer security books, the most famous being  michael howard is a frequent speaker at security-re",0.8671668249559439,0.7291886806488037,0.7291886806488037,relevant
Founder of the Microsoft Corporation,dense_only,8,MyLackey.com,8388,"mylackey.com was a dot-com company of the late 1990s, based in seattle, washington, united states. it was in founded in april 1999 by brendan barnicle and brian mcgarvey, two former executives of anot",0.9655510291431236,0.728938102722168,0.728938102722168,not_relevant
Founder of the Microsoft Corporation,dense_only,9,Apple Inc.,140,"apple inc. is an american multinational technology company headquartered in cupertino, california. , apple is the world's biggest company by market capitalization, and with  the largest technology com",0.9880007533929027,0.7289282083511353,0.7289282083511353,not_relevant
Founder of the Microsoft Corporation,dense_only,10,Larry Brilliant,9366,"lawrence brilliant (born may 5, 1944) is an american epidemiologist, technologist, philanthropist, and author, who worked with the world health organization from 1973–1976 helping to successfully erad",0.9859585784747812,0.7271811962127686,0.7271811962127686,not_relevant
Founder of the Microsoft Corporation,hybrid_weighted_sum,1,Bill Gates,1578,"william henry gates iii  (born october 28, 1955) is an american business magnate, investor, philanthropist, and writer best known for co-founding the software giant microsoft, along with his childhood",0.9898559256202165,1.0,0.9949279628101082,partial
Founder of the Microsoft Corporation,hybrid_weighted_sum,2,Bob Frankston,1919,"robert m. frankston (born june 14, 1949) is an american software engineer and businessman who co-created, with dan bricklin, the visicalc spreadsheet program. frankston is also the co-founder of softw",0.9685301290993312,0.795893132686615,0.882211630892973,partial
Founder of the Microsoft Corporation,hybrid_weighted_sum,3,Marc Seriff,4318,"marc s. seriff (born may 5, 1948 in austin, texas) is best known as the cto and co-founder of america online, along with jim kimsey (ceo), steve case, and william von meister (as control video corpora",0.9078153940799653,0.854468584060669,0.8811419890703172,partial
Founder of the Microsoft Corporation,hybrid_weighted_sum,4,Bob Young (businessman),2122,"robert young (born 1953/1954) is a serial entrepreneur who is best known for founding red hat inc., the open source software company. he owns the franchises for forge fc of the canadian premier league",0.9694672416336726,0.7776507139205933,0.8735589777771329,not_relevant
Founder of the Microsoft Corporation,hybrid_weighted_sum,5,Borland,1704,"borland software corporation was a computer technology company founded in 1983 by niels jensen, ole henriksen, mogens glad, and philippe kahn. its main business was the development and sale of softwar",0.9852531016158277,0.7379525899887085,0.8616028458022681,partial
Founder of the Microsoft Corporation,hybrid_weighted_sum,6,Apple Inc.,140,"apple inc. is an american multinational technology company headquartered in cupertino, california. , apple is the world's biggest company by market capitalization, and with  the largest technology com",0.9880007533929027,0.7289282083511353,0.858464480872019,not_relevant
Founder of the Microsoft Corporation,hybrid_weighted_sum,7,Larry Brilliant,9366,"lawrence brilliant (born may 5, 1944) is an american epidemiologist, technologist, philanthropist, and author, who worked with the world health organization from 1973–1976 helping to successfully erad",0.9859585784747812,0.7271811962127686,0.8565698873437748,not_relevant
Founder of the Microsoft Corporation,hybrid_weighted_sum,8,Burroughs Corporation,1973,"the burroughs corporation was a major american manufacturer of business equipment. the company was founded in 1886 as the american arithmometer company. in 1986, it merged with sperry univac to form u",0.9876092254666817,0.7219735383987427,0.8547913819327122,relevant
Founder of the Microsoft Corporation,hybrid_weighted_sum,9,MyLackey.com,8388,"mylackey.com was a dot-com company of the late 1990s, based in seattle, washington, united states. it was in founded in april 1999 by brendan barnicle and brian mcgarvey, two former executives of anot",0.9655510291431236,0.728938102722168,0.8472445659326457,not_relevant
Founder of the Microsoft Corporation,hybrid_weighted_sum,10,AOL,399,"aol (stylized as aol., formerly a company known as aol inc. and originally known as america online) is an american web portal and online service provider based in new york city. it is a brand marketed",0.9862588904886771,0.6952667832374573,0.8407628368630672,not_relevant
Founder of the Microsoft Corporation,hybrid_rrf,1,Admiralty (United Kingdom),1270,"the admiralty was a department of the government of the united kingdom responsible for the command of the royal navy until 1964, historically under its titular head, the lord high admiral – one of the",1.0,0.4452173709869385,0.01639344262295082,not_relevant
Founder of the Microsoft Corporation,hybrid_rrf,2,Bill Gates,1578,"william henry gates iii  (born october 28, 1955) is an american business magnate, investor, philanthropist, and writer best known for co-founding the software giant microsoft, along with his childhood",0.9898559256202165,1.0,0.01639344262295082,partial
Founder of the Microsoft Corporation,hybrid_rrf,3,General Roman Calendar of 1954,4267,this article lists the feast days of the general roman calendar as they were at the end of 1954. it is essentially the same calendar established by pope pius x (1903–1914) following his liturgical ref,0.9992942562320768,0.34044384956359863,0.016129032258064516,not_relevant
Founder of the Microsoft Corporation,hybrid_rrf,4,Marc Seriff,4318,"marc s. seriff (born may 5, 1948 in austin, texas) is best known as the cto and co-founder of america online, along with jim kimsey (ceo), steve case, and william von meister (as control video corpora",0.9078153940799653,0.854468584060669,0.016129032258064516,partial
Founder of the Microsoft Corporation,hybrid_rrf,5,Bank of Italy,1669,"the bank of italy (italian: banca d'italia,  informally referred to as bankitalia) () is the central bank of italy and part of the european system of central banks. it is located in palazzo koch, via ",0.9992488738954759,0.3021981120109558,0.015873015873015872,not_relevant
Founder of the Microsoft Corporation,hybrid_rrf,6,Bob Frankston,1919,"robert m. frankston (born june 14, 1949) is an american software engineer and businessman who co-created, with dan bricklin, the visicalc spreadsheet program. frankston is also the co-founder of softw",0.9685301290993312,0.795893132686615,0.015873015873015872,partial
Founder of the Microsoft Corporation,hybrid_rrf,7,Geography of Africa,675,"africa is a continent comprising 63 political territories, representing the largest of the great southward projections from the main mass of earth's surface. within its regular outline, it comprises a",0.9991144177669853,0.24366839230060577,0.015625,not_relevant
Founder of the Microsoft Corporation,hybrid_rrf,8,Bob Young (businessman),2122,"robert young (born 1953/1954) is a serial entrepreneur who is best known for founding red hat inc., the open source software company. he owns the franchises for forge fc of the canadian premier league",0.9694672416336726,0.7776507139205933,0.015625,not_relevant
Founder of the Microsoft Corporation,hybrid_rrf,9,Book of Common Prayer,2214,the book of common prayer (bcp) is the name given to a number of related prayer books used in the anglican communion and by other christian churches historically related to anglicanism. the first pray,0.9987726381369423,0.27646178007125854,0.015384615384615385,not_relevant
Founder of the Microsoft Corporation,hybrid_rrf,10,Borland,1704,"borland software corporation was a computer technology company founded in 1983 by niels jensen, ole henriksen, mogens glad, and philippe kahn. its main business was the development and sale of softwar",0.9852531016158277,0.7379525899887085,0.015384615384615385,partial
What element has atomic number 79,bm25_only,1,Atomic number,61,"the atomic number or nuclear charge number (symbol z) of a chemical element is the charge number of an atomic nucleus. for ordinary nuclei composed of protons and neutrons, this is equal to the proton",1.0,1.0,1.0,relevant
What element has atomic number 79,bm25_only,2,Chemical element,2521,"a chemical element is a chemical substance that cannot be broken down into other substances. the basic particle that constitutes a chemical element is the atom, and each chemical element is distinguis",0.8727682535137706,0.9432886242866516,0.8727682535137706,relevant
What element has atomic number 79,bm25_only,3,Atom,167,"an atom is a particle that consists of a nucleus of protons and neutrons surrounded by an electromagnetically-bound cloud of electrons. the atom is the basic particle of the chemical elements, and the",0.7773479013417153,0.9026111960411072,0.7773479013417153,partial
What element has atomic number 79,bm25_only,4,Atomic absorption spectroscopy,1084,atomic absorption spectroscopy (aas) and atomic emission spectroscopy (aes)  is a spectroanalytical procedure for the quantitative determination of chemical elements by free atoms in the gaseous state,0.7602997618388316,0.6450487375259399,0.7602997618388316,relevant
What element has atomic number 79,bm25_only,5,Californium,2534,californium is a radioactive chemical element with the symbol cf and atomic number 98. the element was first synthesized in 1950 at lawrence berkeley national laboratory (then the university of califo,0.7441743826750323,0.9340047240257263,0.7441743826750323,partial
What element has atomic number 79,bm25_only,6,Beta decay,2043,"in nuclear physics, beta decay (β-decay) is a type of radioactive decay in which an atomic nucleus emits a beta particle (fast energetic electron or positron), transforming into an isobar of that nucl",0.7399344053662249,0.6689757108688354,0.7399344053662249,partial
What element has atomic number 79,bm25_only,7,Atomic orbital,305,"in atomic theory and quantum mechanics, an atomic orbital () is a function describing the location and wave-like behavior of an electron in an atom. this function can be used to calculate the probabil",0.6989827723223897,0.7446550130844116,0.6989827723223897,relevant
What element has atomic number 79,bm25_only,8,Alkali metal,59,"the alkali metals consist of the chemical elements lithium (li), sodium (na), potassium (k), rubidium (rb), caesium (cs), and francium (fr). together with hydrogen they constitute group 1, which lies ",0.6929335269346104,0.7573515176773071,0.6929335269346104,partial
What element has atomic number 79,bm25_only,9,Bohrium,1788,"bohrium is a synthetic chemical element with the symbol bh and atomic number 107. it is named after danish physicist niels bohr. as a synthetic element, it can be created in particle accelerators but ",0.6799636209829201,0.9354832172393799,0.6799636209829201,partial
What element has atomic number 79,bm25_only,10,Chalcogen,2654,"the chalcogens (ore forming) ( ) are the chemical elements in group 16 of the periodic table. this group is also known as the oxygen family. group 16 consists of the elements oxygen (o), sulfur (s), s",0.6761154664527045,0.8310182690620422,0.6761154664527045,partial
What element has atomic number 79,dense_only,1,Atomic number,61,"the atomic number or nuclear charge number (symbol z) of a chemical element is the charge number of an atomic nucleus. for ordinary nuclei composed of protons and neutrons, this is equal to the proton",1.0,1.0,1.0,relevant
What element has atomic number 79,dense_only,2,Chemical element,2521,"a chemical element is a chemical substance that cannot be broken down into other substances. the basic particle that constitutes a chemical element is the atom, and each chemical element is distinguis",0.8727682535137706,0.9432886242866516,0.9432886242866516,relevant
What element has atomic number 79,dense_only,3,Bohrium,1788,"bohrium is a synthetic chemical element with the symbol bh and atomic number 107. it is named after danish physicist niels bohr. as a synthetic element, it can be created in particle accelerators but ",0.6799636209829201,0.9354832172393799,0.9354832172393799,partial
What element has atomic number 79,dense_only,4,Californium,2534,californium is a radioactive chemical element with the symbol cf and atomic number 98. the element was first synthesized in 1950 at lawrence berkeley national laboratory (then the university of califo,0.7441743826750323,0.9340047240257263,0.9340047240257263,partial
What element has atomic number 79,dense_only,5,Caesium,2646,"caesium (iupac spelling; cesium in american english) is a chemical element with the symbol cs and atomic number 55. it is a soft, silvery-golden alkali metal with a melting point of , which makes it o",0.6687909585038524,0.9305465221405029,0.9305465221405029,partial
What element has atomic number 79,dense_only,6,Actinium,164,"actinium is a chemical element with the symbol ac and atomic number 89. it was first isolated by friedrich oskar giesel in 1902, who gave it the name emanium; the element got its name by being wrongly",0.6616449123605439,0.9240050911903381,0.9240050911903381,partial
What element has atomic number 79,dense_only,7,Curium,2533,"curium is a transuranic, radioactive chemical element with the symbol cm and atomic number 96 and its made entirely from curry. this actinide element was named after eminent scientists marie and pierr",0.5658193062825698,0.9057741761207581,0.9057741761207581,partial
What element has atomic number 79,dense_only,8,Atom,167,"an atom is a particle that consists of a nucleus of protons and neutrons surrounded by an electromagnetically-bound cloud of electrons. the atom is the basic particle of the chemical elements, and the",0.7773479013417153,0.9026111960411072,0.9026111960411072,partial
What element has atomic number 79,dense_only,9,Astatine,166,"astatine is a chemical element with the symbol at and atomic number 85. it is the rarest naturally occurring element in the earth's crust, occurring only as the decay product of various heavier elemen",0.5650062510000292,0.9013863205909729,0.9013863205909729,partial
What element has atomic number 79,dense_only,10,Atomic,297,"atomic may refer to:   of or relating to the atom, the smallest particle of a chemical element that retains its chemical properties  atomic physics, the study of the atom  atomic age, also known as th",0.6263863355508384,0.866658091545105,0.866658091545105,relevant
What element has atomic number 79,hybrid_weighted_sum,1,Atomic number,61,"the atomic number or nuclear charge number (symbol z) of a chemical element is the charge number of an atomic nucleus. for ordinary nuclei composed of protons and neutrons, this is equal to the proton",1.0,1.0,1.0,relevant
What element has atomic number 79,hybrid_weighted_sum,2,Chemical element,2521,"a chemical element is a chemical substance that cannot be broken down into other substances. the basic particle that constitutes a chemical element is the atom, and each chemical element is distinguis",0.8727682535137706,0.9432886242866516,0.9080284389002111,relevant
What element has atomic number 79,hybrid_weighted_sum,3,Atom,167,"an atom is a particle that consists of a nucleus of protons and neutrons surrounded by an electromagnetically-bound cloud of electrons. the atom is the basic particle of the chemical elements, and the",0.7773479013417153,0.9026111960411072,0.8399795486914112,partial
What element has atomic number 79,hybrid_weighted_sum,4,Californium,2534,californium is a radioactive chemical element with the symbol cf and atomic number 98. the element was first synthesized in 1950 at lawrence berkeley national laboratory (then the university of califo,0.7441743826750323,0.9340047240257263,0.8390895533503793,partial
What element has atomic number 79,hybrid_weighted_sum,5,Bohrium,1788,"bohrium is a synthetic chemical element with the symbol bh and atomic number 107. it is named after danish physicist niels bohr. as a synthetic element, it can be created in particle accelerators but ",0.6799636209829201,0.9354832172393799,0.80772341911115,partial
What element has atomic number 79,hybrid_weighted_sum,6,Caesium,2646,"caesium (iupac spelling; cesium in american english) is a chemical element with the symbol cs and atomic number 55. it is a soft, silvery-golden alkali metal with a melting point of , which makes it o",0.6687909585038524,0.9305465221405029,0.7996687403221776,partial
What element has atomic number 79,hybrid_weighted_sum,7,Actinium,164,"actinium is a chemical element with the symbol ac and atomic number 89. it was first isolated by friedrich oskar giesel in 1902, who gave it the name emanium; the element got its name by being wrongly",0.6616449123605439,0.9240050911903381,0.792825001775441,partial
What element has atomic number 79,hybrid_weighted_sum,8,Chalcogen,2654,"the chalcogens (ore forming) ( ) are the chemical elements in group 16 of the periodic table. this group is also known as the oxygen family. group 16 consists of the elements oxygen (o), sulfur (s), s",0.6761154664527045,0.8310182690620422,0.7535668677573734,partial
What element has atomic number 79,hybrid_weighted_sum,9,Atomic,297,"atomic may refer to:   of or relating to the atom, the smallest particle of a chemical element that retains its chemical properties  atomic physics, the study of the atom  atomic age, also known as th",0.6263863355508384,0.866658091545105,0.7465222135479717,relevant
What element has atomic number 79,hybrid_weighted_sum,10,Curium,2533,"curium is a transuranic, radioactive chemical element with the symbol cm and atomic number 96 and its made entirely from curry. this actinide element was named after eminent scientists marie and pierr",0.5658193062825698,0.9057741761207581,0.7357967412016639,partial
What element has atomic number 79,hybrid_rrf,1,Atomic number,61,"the atomic number or nuclear charge number (symbol z) of a chemical element is the charge number of an atomic nucleus. for ordinary nuclei composed of protons and neutrons, this is equal to the proton",1.0,1.0,0.03278688524590164,relevant
What element has atomic number 79,hybrid_rrf,2,Chemical element,2521,"a chemical element is a chemical substance that cannot be broken down into other substances. the basic particle that constitutes a chemical element is the atom, and each chemical element is distinguis",0.8727682535137706,0.9432886242866516,0.03225806451612903,relevant
What element has atomic number 79,hybrid_rrf,3,Californium,2534,californium is a radioactive chemical element with the symbol cf and atomic number 98. the element was first synthesized in 1950 at lawrence berkeley national laboratory (then the university of califo,0.7441743826750323,0.9340047240257263,0.031009615384615385,partial
What element has atomic number 79,hybrid_rrf,4,Atom,167,"an atom is a particle that consists of a nucleus of protons and neutrons surrounded by an electromagnetically-bound cloud of electrons. the atom is the basic particle of the chemical elements, and the",0.7773479013417153,0.9026111960411072,0.03057889822595705,partial
What element has atomic number 79,hybrid_rrf,5,Bohrium,1788,"bohrium is a synthetic chemical element with the symbol bh and atomic number 107. it is named after danish physicist niels bohr. as a synthetic element, it can be created in particle accelerators but ",0.6799636209829201,0.9354832172393799,0.03036576949620428,partial
What element has atomic number 79,hybrid_rrf,6,Caesium,2646,"caesium (iupac spelling; cesium in american english) is a chemical element with the symbol cs and atomic number 55. it is a soft, silvery-golden alkali metal with a melting point of , which makes it o",0.6687909585038524,0.9305465221405029,0.02946912242686891,partial
What element has atomic number 79,hybrid_rrf,7,Actinium,164,"actinium is a chemical element with the symbol ac and atomic number 89. it was first isolated by friedrich oskar giesel in 1902, who gave it the name emanium; the element got its name by being wrongly",0.6616449123605439,0.9240050911903381,0.02904040404040404,partial
What element has atomic number 79,hybrid_rrf,8,Chalcogen,2654,"the chalcogens (ore forming) ( ) are the chemical elements in group 16 of the periodic table. this group is also known as the oxygen family. group 16 consists of the elements oxygen (o), sulfur (s), s",0.6761154664527045,0.8310182690620422,0.027799227799227798,partial
What element has atomic number 79,hybrid_rrf,9,Atomic,297,"atomic may refer to:   of or relating to the atom, the smallest particle of a chemical element that retains its chemical properties  atomic physics, the study of the atom  atomic age, also known as th",0.6263863355508384,0.866658091545105,0.027272727272727275,relevant
What element has atomic number 79,hybrid_rrf,10,Atomic physics,301,atomic physics is the field of physics that studies atoms as an isolated system of electrons and an atomic nucleus. atomic physics typically refers to the study of atomic structure and the interaction,0.6350874015111861,0.82152259349823,0.02684684684684685,relevant
Year the Soviet Union dissolved,bm25_only,1,Étoile Nord-Africaine,5327,"the étoile nord-africaine or ena (french for north african star) was an early algerian nationalist organization founded in 1926. it was dissolved first in 1929, then reorganised in 1933 but was later ",1.0,0.6277565360069275,1.0,partial
Year the Soviet Union dissolved,bm25_only,2,Saugus Advertiser,7490,"the saugus advertiser was an american newspaper covering the town of saugus, massachusetts. it was the newspaper of record in saugus, as it is was the only place saugus legal notices were printed.  hi",0.9499986053760484,0.27648550271987915,0.9499986053760484,not_relevant
Year the Soviet Union dissolved,bm25_only,3,Industrial water treatment,5463,"there are many uses of water in industry and, in most cases, the used water also needs treatment to render it fit for re-use or disposal. raw water entering an industrial plant often needs treatment t",0.9429529123548053,0.29497113823890686,0.9429529123548053,not_relevant
Year the Soviet Union dissolved,bm25_only,4,Royal High Corstorphine RFC,5737,"royal high corstorphine rfc is a former edinburgh rugby union club, formed from the merger of the royal hsfp and corstorphine rfc. the merged club was dissolved in 2017 as two clubs:- corstorphine cou",0.9251061280817585,0.3465900123119354,0.9251061280817585,partial
Year the Soviet Union dissolved,bm25_only,5,Branco River,1757,the branco river (; engl: white river) is the principal affluent of the rio negro from the north.  basin the river drains the guayanan highlands moist forests ecoregion. it is enriched by many streams,0.9132402664825658,0.2946607172489166,0.9132402664825658,not_relevant
Year the Soviet Union dissolved,bm25_only,6,Bauxite,1585,"bauxite is a sedimentary rock with a relatively high aluminium content. it is the world's main source of aluminium and gallium. bauxite consists mostly of the aluminium minerals gibbsite (al(oh)3), bo",0.9092902053390531,0.13592001795768738,0.9092902053390531,not_relevant
Year the Soviet Union dissolved,bm25_only,7,Boiler water,5468,"boiler water is liquid water within a boiler, or in associated piping, pumps and other equipment, that is intended for evaporation into steam.  the term may also be applied to raw water intended for u",0.8988004385410931,0.43672943115234375,0.8988004385410931,not_relevant
Year the Soviet Union dissolved,bm25_only,8,Politics of Chad,2350,"the politics of chad take place in a framework of a presidential republic, whereby the president of chad is both head of state and head of government. executive power is exercised by the government. l",0.8777688072572309,0.3926738500595093,0.8777688072572309,not_relevant
Year the Soviet Union dissolved,bm25_only,9,Alkali,1256,"in chemistry, an alkali (; from ) is a basic, ionic salt of an alkali metal or an alkaline earth metal. an alkali can also be defined as a base that dissolves in water. a solution of a soluble base ha",0.8752862784767419,0.2543007731437683,0.8752862784767419,not_relevant
Year the Soviet Union dissolved,bm25_only,10,Bicarbonate,1683,"in inorganic chemistry, bicarbonate (iupac-recommended nomenclature: hydrogencarbonate) is an intermediate form in the deprotonation of carbonic acid. it is a polyatomic anion with the chemical formul",0.8723296891302348,0.3541099727153778,0.8723296891302348,not_relevant
Year the Soviet Union dissolved,dense_only,1,Foreign relations of Belarus,1493,the byelorussian ssr was one of only two soviet republics to be separate members of the united nations (the other being the ukrainian ssr). both republics and the soviet union joined the un when the o,0.387492214929488,1.0,1.0,partial
Year the Soviet Union dissolved,dense_only,2,Brezhnev Doctrine,2234,"the brezhnev doctrine was a soviet foreign policy that proclaimed that any threat to ""socialist rule"" in any state of the soviet bloc in central and eastern europe was a threat to all of them, and the",0.38844576546132875,0.9513909816741943,0.9513909816741943,partial
Year the Soviet Union dissolved,dense_only,3,Cold War (1948–1953),2310,the cold war (1948–1953) is the period within the cold war from the incapacitation of the allied control council in 1948 to the conclusion of the korean war in 1953.  the list of world leaders in thes,0.604413489201145,0.9177632331848145,0.9177632331848145,not_relevant
Year the Soviet Union dissolved,dense_only,4,Anti-Ballistic Missile Treaty,1266,the anti-ballistic missile treaty (abm treaty or abmt) (1972–2002) was an arms control treaty between the united states and the soviet union on the limitation of the anti-ballistic missile (abm) syste,0.387761146251575,0.9147675037384033,0.9147675037384033,partial
Year the Soviet Union dissolved,dense_only,5,Bolsheviks,2198,"the bolsheviks (, ; from большинство, , 'majority'), led by vladimir lenin, were a far-left faction of the marxist russian social democratic labour party (rsdlp) which split with the mensheviks at the",0.3880838975868899,0.9131314754486084,0.9131314754486084,not_relevant
Year the Soviet Union dissolved,dense_only,6,Politics of Armenia,252,"the politics of armenia take place in the framework of the parliamentary representative democratic republic of armenia, whereby the president of armenia is the head of state and the prime minister of ",0.6786981035691326,0.8912032842636108,0.8912032842636108,not_relevant
